456444,308569
152904,343897
193860,404325
186500,75041
352668,380785
172948,519749
416120,303905
487484,95605
56748,298701
164264,13621
103836,477545
136508,464269
452288,406193
483728,501997
355396,203689
489556,316417
461872,459853
112760,29789
37752,491117
485528,141581
376200,475765
268512,211601
376148,481177
136616,131905
472432,289929
14672,383389
515244,286369
497756,215065
353652,179253
157144,448473
213268,40813
145992,419153
451816,224729
275892,187505
183708,160713
270300,9413
394828,351965
433616,397669
337288,20585
499128,211489
100296,50181
362684,421
477712,11385
224852,154013
113760,187881
156824,82105
201008,475589
7948,275909
347816,248853
218536,465101
121516,171665
296556,163229
353860,213193
88776,100717
15076,335629
138180,515801
188432,379889
14400,385141
96904,524177
348024,477557
47424,358285
97596,372933
154984,208853
348100,83801
92480,287225
93308,252269
143800,244409
519132,37169
511216,281881
117168,89037
205120,159693
11136,6273
466704,47793
376248,310097
431136,143633
33096,289637
302388,63821
3348,313169
369596,448397
397176,3481
265028,503081
457360,368053
218428,422193
104940,427473
219340,297025
443900,168597
114264,90697
367148,17405
249676,463713
267528,35741
74308,103465
295708,19285
289988,493721
237336,129613
371036,475469
468928,461601
507100,125189
235180,429249
122368,402113
327888,80673
175392,47309
248904,284165
253988,520361
7832,404493
397888,42921
276944,48661
153264,41585
359576,342217
410552,89909
450836,205161
142496,353601
464820,475281
248056,437229
327404,316497
64072,171621
284084,85405
412868,89989
45132,85209
283484,299861
520340,491049
125124,394985
312620,439973
97924,499409
268092,479333
161876,84617
162752,258641
213588,492701
481352,52037
395604,99133
62816,428853
82812,416513
419128,403513
452160,155241
56860,415105
136132,246237
36680,354225
184956,473473
247908,315525
179792,254189
313840,46353
254948,316745
215788,74825
383788,378909
105336,26145
268856,514177
487248,109409
132288,284769
336388,467593
180040,208501
202656,432321
51780,389657
310960,169449
209640,474041
329088,442685
321268,93137
426668,364993
194500,456161
317116,360661
23220,70617
209204,478365
36988,244469
487956,339869
440908,396277
137116,475065
215480,222141
213308,409701
22904,461237
263172,64829
516092,385945
211092,64501
455264,59685
126228,464785
44756,149245
128500,460869
429596,105401
267884,422481
360756,105985
443844,370185
182196,329541
402984,326289
37136,441381
37572,223521
318852,146233
306992,36817
11344,481037
280544,328173
151192,228229
29484,222985
293360,517241
27084,80873
9136,75469
52552,169685
117900,146845
172220,486989
275064,85425
496664,206889
307324,70345
56144,140433
438536,303845
129220,183065
299800,290377
59320,306465
451460,318125
492464,256829
56540,305017
246072,167165
507928,124813
399780,234569
98024,120481
350852,130817
426908,5181
286304,342025
152364,136841
501604,172501
327132,87973
17328,6413
447560,6261
478540,218569
413860,417905
99140,231313
270540,57229
407320,18005
523188,417053
192804,488641
439300,64581
336504,277053
227024,267389
436960,318465
251772,154457
261132,54701
426204,180033
333396,522225
459912,453461
492872,5613
107456,128025
122432,283641
191224,128401
209168,167361
122536,271825
201784,241637
489688,492265
279060,57053
283040,475661
443912,473553
173220,169533
103252,254365
405000,413889
316180,256017
290688,389973
325880,48373
178456,485753
378504,307277
315004,113541
129416,122685
494592,16581
433440,67169
130372,238237
490332,119917
333624,346273
275900,8173
514364,280629
511488,368517
177512,63705
30232,415733
479976,74761
314540,117269
266468,422969
136652,152761
273844,174089
99688,437245
84272,63701
21028,380669
26156,277745
405636,23505
515828,378165
288012,150629
71460,224217
322416,358577
46620,121625
355604,204761
429192,154553
216572,215665
224360,105341
324436,329929
339480,392561
251456,181157
228104,408381
63232,10357
72352,333617
102664,368829
91764,403181
37976,469797
388340,247985
166992,336853
380540,301537
373212,315841
139708,14421
66600,351441
217448,372589
361304,57745
131952,466177
150640,273061
179360,507873
421600,282097
131996,301169
237224,381165
46544,211045
390920,519685
42688,243945
177696,89077
364976,46565
277600,394909
368972,360769
273628,492313
333380,457093
119804,509945
327876,426117
455740,460773
412592,20437
133608,278669
173716,379845
255036,43901
62132,322101
117104,235561
203520,10793
324836,488825
39968,390841
381084,51901
350140,84625
205288,271141
164776,240525
245952,479153
463380,463785
276780,12521
73004,250317
64236,79233
132092,415485
286460,164057
340680,251709
128160,5725
273372,473977
336248,89433
249456,215441
227864,451261
418328,9
59224,474657
356272,122401
113784,78485
316684,348745
395888,356697
482780,134549
314780,490117
164756,156161
102408,450257
253748,508381
416744,56669
97524,154429
327376,125825
146480,419349
32516,378769
399868,217285
188360,231697
24000,36429
396084,136081
396180,146661
29440,272841
47876,441341
441620,278153
365700,395633
243112,104725
325204,367645
434288,395481
157964,19893
356192,179389
445640,502273
459220,118493
130672,98125
115744,110625
155020,477925
92408,469113
323024,212513
73252,51713
214388,61217
180508,164837
70984,248309
97040,208025
6324,121501
181064,20725
398328,87417
289500,141589
206932,371797
10140,268897
123820,289553
203396,257053
522508,360937
43644,475705
18804,181441
264124,486541
489228,463433
208512,467897
16308,7565
396560,482553
420124,335461
293152,359553
480404,322293
314344,508033
287160,116125
431196,64381
303456,84221
317704,261021
116736,8021
335976,376813
401760,134141
199680,15173
56312,239585
93220,244861
382500,478737
423400,521673
7200,245341
78772,447493
287816,226041
197132,339125
93576,428081
16696,480769
177396,372493
513844,491665
393180,235745
447808,277857
321084,957
109620,204197
415592,179373
220944,202993
221784,239089
413652,199145
399772,238473
329552,32085
427988,220789
103064,41377
444168,471725
229456,345801
360172,102669
204996,295021
94948,98869
127676,111009
343732,10613
346228,280185
273608,465141
132596,431609
1072,190005
234924,428401
77684,4685
78368,53401
295308,253013
91576,34253
433392,213421
72896,49701
444132,65469
294844,250061
304248,202397
481700,407385
47040,152217
255400,276761
253456,371065
399368,390545
429956,142797
505820,117573
307436,198965
67380,298641
60480,193997
233208,453565
123652,79377
300336,138501
364448,267381
75660,135729
104660,120753
169760,403233
485736,320809
498924,347617
61872,228553
331484,228609
76572,133017
427900,478965
451872,36973
50812,419161
370136,223373
14928,135797
280772,159085
409432,199709
511260,185521
57184,520549
164224,143205
428388,350577
256460,51813
421976,270357
63060,367177
479596,262229
51772,472025
432212,158513
475548,17313
480748,100729
81712,45161
174804,245053
302260,179877
240680,234233
188748,382281
454528,508069
109568,45201
281192,474681
344424,358965
210492,236313
176360,390193
195920,445293
74588,144821
389564,476345
18368,240193
244688,324005
148176,299685
250284,161901
54372,447829
399548,182377
299892,29733
161188,167949
252504,411929
132856,242441
327016,485861
31044,79025
371348,252689
332124,176181
209884,203721
307504,469849
335184,396045
205804,187777
84208,159977
476764,3801
83152,176661
163932,268109
68336,326937
77300,203433
151832,426589
495828,258805
425972,376521
192924,297577
283424,498609
332400,135905
7604,212393
254936,8677
286860,285749
441940,169477
378792,212589
452096,169045
7412,341541
203940,446005
330896,94089
365776,489209
506848,109865
139128,89789
444468,255921
85964,374421
112908,418137
51252,147329
301412,259069
367808,322477
442396,348501
127028,336629
240588,84325
521844,282317
182684,177589
259092,449749
431436,60177
442216,415457
8420,197485
132408,120681
377176,5549
102944,206229
452668,144073
153792,202997
273732,78593
433416,317525
505316,518717
132732,192925
352796,521841
393276,270581
481748,262913
385516,269661
32480,138017
414028,102101
225112,174893
482436,160801
177904,63793
473916,154057
521592,312317
337888,477097
227812,126133
205840,122477
78356,117129
141536,411801
501500,50081
371900,455577
491708,220841
122400,50821
428404,359645
402340,316693
259288,134237
127304,128149
